regnr,model_year,fuel,body_type,price_sek,odometer_km,price_per_1000km,url
SPA551,2017,Diesel,Kombi,195000,161230,1209.45,https://www.blocket.se/annons/1401814242
NZG870,2016,El,Halvkombi,71000,44550,1593.71,https://www.blocket.se/annons/1401823899
DSJ522,2017,Diesel,SUV,195000,156000,1250.0,https://www.blocket.se/annons/1401819185
JOG450,2018,Diesel,Kombi,219000,164500,1331.31,https://www.blocket.se/annons/1401771232
OYM493,2016,Diesel,Kombi,145000,259960,557.78,https://www.blocket.se/annons/1401815523
JAH090,2016,Diesel,Kombi,159000,176230,902.23,https://www.blocket.se/annons/1401822193
YFC460,2017,Bensin,Halvkombi,145000,82000,1768.29,https://www.blocket.se/annons/1401824151
BRJ700,2017,Diesel,Halvkombi,165000,93800,1759.06,https://www.blocket.se/annons/1401820303
FHJ01M,2023,El,SUV,890000,48680,18282.66,https://www.blocket.se/annons/1401726632
HAU221,2016,Diesel,Kombi,175000,207130,844.88,https://www.blocket.se/annons/1401824859
ACW24C,2019,Diesel,Kombi,265000,197000,1345.18,https://www.blocket.se/annons/1401820653
HPR135,2016,Diesel,Sedan,215000,130320,1649.79,https://www.blocket.se/annons/1401786977
YMZ213,2017,Bensin,Halvkombi,100000,117260,852.81,https://www.blocket.se/annons/1401801777
DHL735,2018,Diesel,Skåpbil,70000,119800,584.31,https://www.blocket.se/annons/1401793907
ZHO124,2018,Bensin,Halvkombi,330000,44860,7356.22,https://www.blocket.se/annons/1401809481
JWA13P,2023,El,SUV,348000,59000,5898.31,https://www.blocket.se/annons/1401724234
OCZ040,2016,El,Skåpbil,60000,105000,571.43,https://www.blocket.se/annons/1401820082
ZLA810,2018,El,SUV,425000,139140,3054.48,https://www.blocket.se/annons/1401702757
CJD631,2015,Diesel,Skåpbil,89900,307890,291.99,https://www.blocket.se/annons/1401817901
GRJ025,2016,Diesel,SUV,180000,187390,960.56,https://www.blocket.se/annons/1401778729
PXN17U,2024,Miljöbränsle/Hybrid,SUV,815000,12000,67916.67,https://www.blocket.se/annons/1401826613
GEW97C,2019,Diesel,Kombi,189000,202320,934.16,https://www.blocket.se/annons/1401826568
YWW198,2019,El,Skåpbil,102000,33480,3046.59,https://www.blocket.se/annons/1401825089
YKB865,2017,Diesel,Skåpbil,159000,182540,871.04,https://www.blocket.se/annons/1401788612
NMS922,2015,Diesel,Kombi,119000,292750,406.49,https://www.blocket.se/annons/1401810280
TMF393,2018,Bensin,Halvkombi,180000,75650,2379.38,https://www.blocket.se/annons/1401739416
YOP603,2018,Diesel,Kombi,160000,355000,450.7,https://www.blocket.se/annons/1401769007
ZEP340,2018,Bensin,Kombi,177000,136240,1299.18,https://www.blocket.se/annons/1401819351
EBE426,2019,Bensin,SUV,249000,85330,2918.08,https://www.blocket.se/annons/1401715806
GJS385,2018,Diesel,Kombi,199900,188000,1063.3,https://www.blocket.se/annons/1401810113
XSP662,2016,Diesel,Halvkombi,117000,228000,513.16,https://www.blocket.se/annons/1401807733
PRD23K,2022,Miljöbränsle/Hybrid,Kombi,317000,150000,2113.33,https://www.blocket.se/annons/1401826420
FEH56K,2022,Bensin,Kombi,399900,37730,10598.99,https://www.blocket.se/annons/1401703681
HYR069,2017,Diesel,Sedan,225000,131500,1711.03,https://www.blocket.se/annons/1401825359
SNJ47C,2019,Diesel,Kombi,305000,130110,2344.17,https://www.blocket.se/annons/1401818919
CMS243,2015,Diesel,SUV,149000,210320,708.44,https://www.blocket.se/annons/1401807759
FHG78C,2020,Bensin,Halvkombi,108000,17000,6352.94,https://www.blocket.se/annons/1401814486
SFD76M,2020,Miljöbränsle/Hybrid,Halvkombi,135000,122500,1102.04,https://www.blocket.se/annons/1401821970
NZH713,2018,Diesel,Skåpbil,129000,143320,900.08,https://www.blocket.se/annons/1401813541
LFG61J,2020,Miljöbränsle/Hybrid,Kombi,219000,186150,1176.47,https://www.blocket.se/annons/1401809338
WYK70L,2021,Miljöbränsle/Hybrid,Kombi,329900,85520,3857.58,https://www.blocket.se/annons/1401809454
KHZ519,2022,El,Kombi,250000,64450,3878.98,https://www.blocket.se/annons/1401782954
LWH450,2016,Bensin,Kombi,509000,86690,5871.5,https://www.blocket.se/annons/1401809581
EUB071,2019,Bensin,Halvkombi,115000,62710,1833.84,https://www.blocket.se/annons/1401809590
AHU83S,2019,Miljöbränsle/Hybrid,Kombi,165000,170000,970.59,https://www.blocket.se/annons/1401809371
OPZ63D,2019,Diesel,Kombi,186000,216000,861.11,https://www.blocket.se/annons/1401809673
ANC73A,2020,Miljöbränsle/Hybrid,SUV,560000,110000,5090.91,https://www.blocket.se/annons/1401811158
ULU635,2015,Diesel,Kombi,115000,218090,527.31,https://www.blocket.se/annons/1401822564
GUM480,2016,Diesel,SUV,183000,222130,823.84,https://www.blocket.se/annons/1401819107
ELU372,2015,Bensin,Halvkombi,84000,151000,556.29,https://www.blocket.se/annons/1401823605
EMB75S,2019,Miljöbränsle/Hybrid,Kombi,240000,80000,3000.0,https://www.blocket.se/annons/1401807771
FRJ06L,2022,El,Sedan,331000,56000,5910.71,https://www.blocket.se/annons/1401736144
GGB393,2015,Bensin,SUV,117500,137600,853.92,https://www.blocket.se/annons/1401818913
YLW941,2018,Diesel,Skåpbil,175000,115190,1519.23,https://www.blocket.se/annons/1401760353
LSU179,2015,Diesel,Kombi,80000,204000,392.16,https://www.blocket.se/annons/1401806286
WYK19A,2020,Miljöbränsle/Hybrid,Kombi,290000,140000,2071.43,https://www.blocket.se/annons/1401759119
ZEW409,2018,Bensin,Halvkombi,109000,132500,822.64,https://www.blocket.se/annons/1401809739
FNU183,2015,Diesel,Kombi,79000,219970,359.14,https://www.blocket.se/annons/1401809497
WPO323,2016,Diesel,Skåpbil,184000,259670,708.59,https://www.blocket.se/annons/1401819862
UGY836,2019,Miljöbränsle/Hybrid,Kombi,168000,129060,1301.72,https://www.blocket.se/annons/1401810191
MCM029,2016,Diesel,SUV,103200,232820,443.26,https://www.blocket.se/annons/1401814376
TBP993,2017,Diesel,Kombi,310000,136140,2277.07,https://www.blocket.se/annons/1401812649
ZDM445,2018,Bensin,SUV,175000,107040,1634.9,https://www.blocket.se/annons/1401816981
PAU904,2016,Diesel,SUV,210000,111000,1891.89,https://www.blocket.se/annons/1401822541
LLK327,2016,Diesel,Halvkombi,169000,164240,1028.98,https://www.blocket.se/annons/1401722473
ZFC460,2018,Bensin,SUV,170000,119000,1428.57,https://www.blocket.se/annons/1401804429
RZP514,2017,El,Halvkombi,239000,230880,1035.17,https://www.blocket.se/annons/1401763007
YUY941,2019,Miljöbränsle/Hybrid,SUV,330000,153460,2150.4,https://www.blocket.se/annons/1401826778
YOS61K,2021,El,SUV,265000,68910,3845.6,https://www.blocket.se/annons/1401817725
PEZ806,2017,Diesel,Skåpbil,169000,102870,1642.85,https://www.blocket.se/annons/1401722011
DRL575,2015,Diesel,Sedan,190000,197750,960.81,https://www.blocket.se/annons/1401787626
JZB748,2016,Diesel,Kombi,124900,214130,583.29,https://www.blocket.se/annons/1401809378
RUJ85H,2020,Miljöbränsle/Hybrid,Kombi,230000,80500,2857.14,https://www.blocket.se/annons/1401821743
TWP01C,2021,Miljöbränsle/Hybrid,Kombi,305000,109000,2798.17,https://www.blocket.se/annons/1401743531
LYR292,2016,Diesel,Kombi,108000,291890,370.0,https://www.blocket.se/annons/1401809190
DPC591,2015,Diesel,Halvkombi,130000,140900,922.64,https://www.blocket.se/annons/1401733360
MKT917,2017,Diesel,Kombi,139000,224320,619.65,https://www.blocket.se/annons/1401795687
RUA188,2019,Diesel,Skåpbil,159000,81200,1958.13,https://www.blocket.se/annons/1401766378
HFC28F,2020,Miljöbränsle/Hybrid,Sedan,385000,87030,4423.76,https://www.blocket.se/annons/1401814339
MXU684,2016,Diesel,Halvkombi,79900,139380,573.25,https://www.blocket.se/annons/1401813002
MFD02F,2019,Miljöbränsle/Hybrid,Kombi,125900,153000,822.88,https://www.blocket.se/annons/1401809012
WDS548,2016,Bensin,Halvkombi,65000,183000,355.19,https://www.blocket.se/annons/1401622838
YTT565,2019,Diesel,Sedan,350000,114730,3050.64,https://www.blocket.se/annons/1401807958
FEF550,2015,Diesel,Familjebuss,78000,0,,https://www.blocket.se/annons/1401811862
NXZ105,2017,Diesel,Sedan,185000,152000,1217.11,https://www.blocket.se/annons/1401688130
DWN660,2018,Bensin,Kombi,229000,113000,2026.55,https://www.blocket.se/annons/1401822932
OFM862,2016,Bensin,Halvkombi,112000,41400,2705.31,https://www.blocket.se/annons/1401822439
RMZ059,2021,Diesel,Kombi,359000,120920,2968.91,https://www.blocket.se/annons/1401812142
DAZ683,2015,Diesel,Kombi,65000,227640,285.54,https://www.blocket.se/annons/1401782225
YXE310,2019,Bensin,Halvkombi,175000,85540,2045.83,https://www.blocket.se/annons/1401823436
XHH81A,2020,Diesel,Sedan,390000,114000,3421.05,https://www.blocket.se/annons/1401822313
YGL011,2017,Diesel,Sedan,290000,237790,1219.56,https://www.blocket.se/annons/1401807669
LEG991,2016,Diesel,Kombi,85000,154630,549.7,https://www.blocket.se/annons/1401821630
HPK69P,2019,Bensin,Halvkombi,449000,54000,8314.81,https://www.blocket.se/annons/1401701351
GYL413,2019,Bensin,Kombi,179000,70000,2557.14,https://www.blocket.se/annons/1401806577
NSR647,2015,Bensin,Halvkombi,90000,124460,723.12,https://www.blocket.se/annons/1401812421
YMF457,2017,Diesel,SUV,250000,80000,3125.0,https://www.blocket.se/annons/1401809730
JAP766,2017,Bensin,Kombi,234999,143600,1636.48,https://www.blocket.se/annons/1401793337
GWJ895,2015,Diesel,Kombi,145000,133350,1087.36,https://www.blocket.se/annons/1401799554
YUL961,2019,Diesel,Kombi,299500,179680,1666.85,https://www.blocket.se/annons/1401814228
NBY160,2016,Diesel,Halvkombi,105000,176350,595.41,https://www.blocket.se/annons/1401824349
WJT618,2017,Diesel,Kombi,173000,132000,1310.61,https://www.blocket.se/annons/1401681129
OZF22R,2019,Diesel,Sedan,349000,304790,1145.05,https://www.blocket.se/annons/1401820669
AHP31R,2019,Miljöbränsle/Hybrid,SUV,208000,97470,2133.99,https://www.blocket.se/annons/1401824074
YKY263,2017,Diesel,Halvkombi,169900,136560,1244.14,https://www.blocket.se/annons/1401826855
RSM500,2018,Miljöbränsle/Hybrid,Sedan,168000,164150,1023.45,https://www.blocket.se/annons/1401815617
SUS531,2015,Bensin,Kombi,75000,168000,446.43,https://www.blocket.se/annons/1401817517
PLM157,2017,Diesel,SUV,192000,147000,1306.12,https://www.blocket.se/annons/1401813333
YYM087,2018,Bensin,Coupé,499000,40000,12475.0,https://www.blocket.se/annons/1401706542
FZP435,2018,Diesel,Sedan,265000,88000,3011.36,https://www.blocket.se/annons/1401718961
FDP832,2017,Diesel,Kombi,100000,81890,1221.15,https://www.blocket.se/annons/1401807863
NUY707,2016,Diesel,Kombi,55000,196860,279.39,https://www.blocket.se/annons/1401813373
EZL66H,2019,Miljöbränsle/Hybrid,SUV,250000,54600,4578.75,https://www.blocket.se/annons/1401813297
PUE23F,2020,Bensin,SUV,245000,65000,3769.23,https://www.blocket.se/annons/1401819850
KSO655,2015,Diesel,Kombi,105000,276570,379.65,https://www.blocket.se/annons/1401808577
MUZ757,2016,Diesel,Kombi,157000,196980,797.04,https://www.blocket.se/annons/1401812772
FSE06C,2020,Miljöbränsle/Hybrid,Kombi,279000,149620,1864.72,https://www.blocket.se/annons/1401825367
JJM155,2016,Diesel,Sedan,159000,164630,965.8,https://www.blocket.se/annons/1401820258
JKB605,2016,Diesel,Halvkombi,153000,100000,1530.0,https://www.blocket.se/annons/1401814383
RKF173,2017,Diesel,Kombi,155000,238550,649.76,https://www.blocket.se/annons/1401737795
JAM88Z,2022,Miljöbränsle/Hybrid,Kombi,995000,25520,38989.03,https://www.blocket.se/annons/1401721946
PXN356,2018,Diesel,Sedan,169000,212900,793.8,https://www.blocket.se/annons/1401811760
FCM611,2015,Bensin,Kombi,65000,87560,742.35,https://www.blocket.se/annons/1401776625
DKD557,2016,Diesel,SUV,150000,110630,1355.87,https://www.blocket.se/annons/1401824392
MLE183,2015,Miljöbränsle/Hybrid,Kombi,133000,176000,755.68,https://www.blocket.se/annons/1401819009
PNG466,2015,Bensin,Halvkombi,139900,132500,1055.85,https://www.blocket.se/annons/1401823033
AMT83L,2020,Bensin,SUV,720000,53800,13382.9,https://www.blocket.se/annons/1401816400
FBE58S,2021,Miljöbränsle/Hybrid,SUV,409000,75000,5453.33,https://www.blocket.se/annons/1401820511
NPD73K,2020,Bensin,Halvkombi,159000,71330,2229.08,https://www.blocket.se/annons/1401670520
OFN688,2016,Bensin,Halvkombi,114000,77000,1480.52,https://www.blocket.se/annons/1401821770
OEH165,2017,Bensin,Halvkombi,105000,85320,1230.66,https://www.blocket.se/annons/1401823909
YWS916,2017,Bensin,SUV,189900,53830,3527.77,https://www.blocket.se/annons/1401809058
NHT52A,2020,Bensin,Halvkombi,225000,52560,4280.82,https://www.blocket.se/annons/1401820143
SAM03N,2024,Miljöbränsle/Hybrid,Kombi,341375,15300,22312.09,https://www.blocket.se/annons/1401817357
NJF918,2016,Diesel,Kombi,155000,186000,833.33,https://www.blocket.se/annons/1401821625
EZK651,2015,Diesel,Halvkombi,71000,119710,593.1,https://www.blocket.se/annons/1401818767
YRE683,2017,Miljöbränsle/Hybrid,Halvkombi,145000,58630,2473.14,https://www.blocket.se/annons/1401811565
RZD662,2015,Bensin,Halvkombi,115000,138500,830.32,https://www.blocket.se/annons/1401807989
NCS334,2016,Miljöbränsle/Hybrid,Sedan,239400,52000,4603.85,https://www.blocket.se/annons/1401714708
AZD21X,2022,Diesel,Kombi,320000,58230,5495.45,https://www.blocket.se/annons/1401801282
JRL199,2015,Diesel,Kombi,100000,322390,310.18,https://www.blocket.se/annons/1401763161
KGJ483,2015,Diesel,Sedan,165000,190220,867.42,https://www.blocket.se/annons/1401815443
MTS923,2016,Bensin,Halvkombi,129000,121624,1060.65,https://www.blocket.se/annons/1401818730
FNH433,2015,Diesel,Halvkombi,109500,185010,591.86,https://www.blocket.se/annons/1401689876
LBB90R,2019,Diesel,Kombi,185000,237300,779.6,https://www.blocket.se/annons/1401821653
GTW484,2016,Diesel,Familjebuss,148000,140910,1050.32,https://www.blocket.se/annons/1401810585
ECF728,2019,Bensin,Halvkombi,245000,66000,3712.12,https://www.blocket.se/annons/1401816617
WGK457,2019,Diesel,Kombi,245000,119940,2042.69,https://www.blocket.se/annons/1401811338
ZDK691,2018,Diesel,Kombi,265000,110730,2393.21,https://www.blocket.se/annons/1401822198
PKW907,2018,Diesel,Kombi,219000,134040,1633.84,https://www.blocket.se/annons/1401808156
PFG906,2017,Bensin,Kombi,155000,159010,974.78,https://www.blocket.se/annons/1401821718
NLX262,2018,Diesel,SUV,299900,82680,3627.24,https://www.blocket.se/annons/1401823556
DNL15T,2019,El,Halvkombi,200000,48000,4166.67,https://www.blocket.se/annons/1401814277
OAP24B,2020,Miljöbränsle/Hybrid,Kombi,190000,152450,1246.31,https://www.blocket.se/annons/1401818857
XSZ81E,2020,Bensin,SUV,125000,157000,796.18,https://www.blocket.se/annons/1401816697
PGR035,2017,Bensin,Halvkombi,109000,130830,833.14,https://www.blocket.se/annons/1401817845
CMH35L,2019,Bensin,Halvkombi,111000,68320,1624.71,https://www.blocket.se/annons/1401799861
WZB341,2018,El,Halvkombi,149000,79000,1886.08,https://www.blocket.se/annons/1401810181
CCF34D,2021,Miljöbränsle/Hybrid,SUV,220000,84000,2619.05,https://www.blocket.se/annons/1401641527
YNJ141,2019,Bensin,Kombi,275000,126300,2177.36,https://www.blocket.se/annons/1401825417
DMA13Z,2021,Miljöbränsle/Hybrid,Kombi,202400,87500,2313.14,https://www.blocket.se/annons/1401811326
OJR269,2017,Bensin,Kombi,148000,77700,1904.76,https://www.blocket.se/annons/1401812415
ORN372,2018,Diesel,Kombi,219000,164000,1335.37,https://www.blocket.se/annons/1401819510
GGF291,2015,Diesel,Kombi,119000,214560,554.62,https://www.blocket.se/annons/1401813457
NCA32B,2020,Diesel,Kombi,365000,103350,3531.69,https://www.blocket.se/annons/1401823708
UEU990,2018,Bensin,Halvkombi,135000,60050,2248.13,https://www.blocket.se/annons/1401812420
HRD464,2016,Diesel,Kombi,229000,104000,2201.92,https://www.blocket.se/annons/1401785008
CCY85A,2020,Bensin,Sedan,440000,87000,5057.47,https://www.blocket.se/annons/1401812898
MAA112,2016,Diesel,Halvkombi,169000,265000,637.74,https://www.blocket.se/annons/1401739890
HAN81C,2022,El,Halvkombi,315000,54950,5732.48,https://www.blocket.se/annons/1401824969
EWP645,2015,Diesel,Halvkombi,135000,91000,1483.52,https://www.blocket.se/annons/1401810148
COW053,2015,Diesel,Kombi,135000,210000,642.86,https://www.blocket.se/annons/1401813702
GCE815,2015,Diesel,SUV,99000,168000,589.29,https://www.blocket.se/annons/1401780582
FEN232,2023,El,SUV,434900,85000,5116.47,https://www.blocket.se/annons/1401782704
UGB425,2015,Diesel,Kombi,125000,250000,500.0,https://www.blocket.se/annons/1401817575
DTN978,2018,Diesel,Kombi,128000,458560,279.13,https://www.blocket.se/annons/1401817319
KBZ628,2017,Bensin,Kombi,112000,150000,746.67,https://www.blocket.se/annons/1401823143
DGF744,2015,Diesel,Halvkombi,150000,147800,1014.88,https://www.blocket.se/annons/1401813062
NRF154,2017,Diesel,Kombi,189000,167000,1131.74,https://www.blocket.se/annons/1401824317
BFU94B,2021,Miljöbränsle/Hybrid,SUV,197000,59150,3330.52,https://www.blocket.se/annons/1401827060
LET92E,2018,Diesel,Sedan,169000,103780,1628.44,https://www.blocket.se/annons/1401818709
OWK24W,2017,Diesel,SUV,379000,149880,2528.69,https://www.blocket.se/annons/1401817918
AED71J,2023,El,Halvkombi,225000,7640,29450.26,https://www.blocket.se/annons/1401824142
NAL754,2016,Diesel,Kombi,130000,155000,838.71,https://www.blocket.se/annons/1401826012
YWT772,2018,Diesel,Kombi,200000,60040,3331.11,https://www.blocket.se/annons/1401811926
FXE736,2016,Bensin,Familjebuss,115500,130820,882.89,https://www.blocket.se/annons/1401818945
CHJ277,2017,Diesel,SUV,157900,224850,702.25,https://www.blocket.se/annons/1401817055
PWT683,2015,Diesel,Kombi,160000,226000,707.96,https://www.blocket.se/annons/1401809645
ZFL130,2018,Bensin,Halvkombi,193000,77880,2478.17,https://www.blocket.se/annons/1401823271
YUD215,2018,Diesel,Kombi,185000,172200,1074.33,https://www.blocket.se/annons/1401822885
YGC880,2017,Bensin,Kombi,328000,130930,2505.16,https://www.blocket.se/annons/1401808708
EXO363,2019,Diesel,SUV,270000,173620,1555.12,https://www.blocket.se/annons/1401821930
YLO110,2018,Diesel,Kombi,195000,74000,2635.14,https://www.blocket.se/annons/1401826134
ODN94B,2021,Bensin,SUV,249000,72700,3425.03,https://www.blocket.se/annons/1401821267
RAW35W,2024,El,SUV,735000,59000,12457.63,https://www.blocket.se/annons/1401820297
EZX67T,2020,Bensin,Halvkombi,298000,55000,5418.18,https://www.blocket.se/annons/1401825975
YHD932,2017,Diesel,SUV,249000,142800,1743.7,https://www.blocket.se/annons/1401695455
BKG32P,2020,Bensin,Kombi,225000,92130,2442.2,https://www.blocket.se/annons/1401820979
BSB967,2017,El,Halvkombi,80000,125530,637.3,https://www.blocket.se/annons/1401815672
LOM235,2015,Diesel,Halvkombi,119800,282500,424.07,https://www.blocket.se/annons/1401815456
ELU715,2016,Diesel,SUV,159000,214100,742.64,https://www.blocket.se/annons/1401747545
SZU948,2015,Bensin,SUV,95000,169350,560.97,https://www.blocket.se/annons/1401765255
YLM711,2017,Diesel,Halvkombi,132000,111060,1188.55,https://www.blocket.se/annons/1401614901
EBN24B,2024,Miljöbränsle/Hybrid,SUV,3206,1940,1652.58,https://www.blocket.se/annons/1401825812
EYZ664,2015,Diesel,Kombi,195000,123010,1585.24,https://www.blocket.se/annons/1401810297
YOU588,2018,Diesel,Kombi,190000,152000,1250.0,https://www.blocket.se/annons/1401824894
HSD846,2015,Bensin,Halvkombi,65000,135160,480.91,https://www.blocket.se/annons/1401812928
JRK606,2015,Diesel,Halvkombi,170000,130090,1306.79,https://www.blocket.se/annons/1401824292
KNA517,2017,Diesel,Kombi,86000,105240,817.18,https://www.blocket.se/annons/1401815065
XMA29S,2020,Bensin,Kombi,250000,90900,2750.28,https://www.blocket.se/annons/1401816225
JGK405,2015,Diesel,SUV,179000,218000,821.1,https://www.blocket.se/annons/1401813294
DGZ23H,2020,Diesel,Kombi,260000,254480,1021.69,https://www.blocket.se/annons/1401825161
EGY837,2015,Diesel,Familjebuss,99000,295000,335.59,https://www.blocket.se/annons/1401799782
UMD905,2016,Bensin,Kombi,90000,155060,580.42,https://www.blocket.se/annons/1401814025
JTT649,2018,Bensin,Halvkombi,138500,167000,829.34,https://www.blocket.se/annons/1401822929
HPM730,2016,Diesel,Familjebuss,155000,604600,256.37,https://www.blocket.se/annons/1401712120
PRA117,2017,Bensin,Halvkombi,132000,137130,962.59,https://www.blocket.se/annons/1401705925
NCU74A,2020,Bensin,Halvkombi,125000,64730,1931.1,https://www.blocket.se/annons/1401823167
EBC220,2015,Diesel,Cab,265000,74140,3574.32,https://www.blocket.se/annons/1401826858
AFU52S,2020,Diesel,Halvkombi,245000,61000,4016.39,https://www.blocket.se/annons/1401682080
UBJ037,2016,El,Sedan,395000,186620,2116.6,https://www.blocket.se/annons/1401807083
OUU148,2015,Diesel,Kombi,87000,195520,444.97,https://www.blocket.se/annons/1401815904
GEK12W,2023,Bensin,Coupé,1390000,7500,185333.33,https://www.blocket.se/annons/1401819336
XGJ60R,2021,El,Halvkombi,149000,60000,2483.33,https://www.blocket.se/annons/1401826287
MGX306,2016,Diesel,Kombi,219000,130950,1672.39,https://www.blocket.se/annons/1401794198
TEU980,2018,Diesel,Kombi,219900,121390,1811.52,https://www.blocket.se/annons/1401810447
RDS143,2016,Miljöbränsle/Hybrid,Halvkombi,176000,95630,1840.43,https://www.blocket.se/annons/1401823663
FCW37A,2020,Miljöbränsle/Hybrid,SUV,289900,117720,2462.62,https://www.blocket.se/annons/1401825803
AAW104,2017,Bensin,Kombi,179000,117060,1529.13,https://www.blocket.se/annons/1401819474
ELS67C,2020,Diesel,Halvkombi,339000,76000,4460.53,https://www.blocket.se/annons/1401824045
PJD23J,2020,Diesel,Kombi,210000,245300,856.09,https://www.blocket.se/annons/1401826651
DUR005,2015,Bensin,Halvkombi,69900,93060,751.13,https://www.blocket.se/annons/1401812434
LEU90H,2020,Diesel,SUV,595000,115000,5173.91,https://www.blocket.se/annons/1401814524
WSL28A,2020,Miljöbränsle/Hybrid,Kombi,185000,175120,1056.42,https://www.blocket.se/annons/1401738265
YNT296,2018,Bensin,Halvkombi,121000,98990,1222.35,https://www.blocket.se/annons/1401809998
OKC180,2017,Bensin,Kombi,189500,130440,1452.78,https://www.blocket.se/annons/1401812018
ALP244,2016,Bensin,Cab,99000,60290,1642.06,https://www.blocket.se/annons/1401817903
OGR818,2017,Diesel,Kombi,215000,88420,2431.58,https://www.blocket.se/annons/1401826548
JMW402,2016,Diesel,Halvkombi,190000,141970,1338.31,https://www.blocket.se/annons/1401812782
JHA79E,2021,Miljöbränsle/Hybrid,Halvkombi,325000,40470,8030.64,https://www.blocket.se/annons/1401810570
GAN339,2017,Bensin,Halvkombi,103000,87870,1172.19,https://www.blocket.se/annons/1401690560
OJE94G,2020,El,Halvkombi,159000,120860,1315.57,https://www.blocket.se/annons/1401641886
WKK59L,2020,El,Halvkombi,140000,118000,1186.44,https://www.blocket.se/annons/1401819501
DDS468,2015,Diesel,Kombi,157500,143000,1101.4,https://www.blocket.se/annons/1401809539
XME89L,2019,Bensin,SUV,215000,90140,2385.18,https://www.blocket.se/annons/1401793241
YKX504,2017,El,Halvkombi,259000,116960,2214.43,https://www.blocket.se/annons/1401671886
OBZ270,2015,Diesel,Kombi,185000,196500,941.48,https://www.blocket.se/annons/1401818811
SFX597,2016,Diesel,Halvkombi,119999,140350,855.0,https://www.blocket.se/annons/1401819104
KRB99B,2020,Bensin,SUV,485000,93850,5167.82,https://www.blocket.se/annons/1401642844
FEZ86M,2018,Bensin,Halvkombi,325000,101990,3186.59,https://www.blocket.se/annons/1401792717
YGE361,2017,Diesel,SUV,355000,162040,2190.82,https://www.blocket.se/annons/1401783765
WLK890,2018,Diesel,Kombi,285000,187250,1522.03,https://www.blocket.se/annons/1401795691
PNF492,2015,Bensin,Halvkombi,140000,108070,1295.46,https://www.blocket.se/annons/1401825965
JZY181,2015,Bensin,Kombi,65000,137030,474.35,https://www.blocket.se/annons/1401822192
PFE347,2021,Bensin,Halvkombi,100000,161350,619.77,https://www.blocket.se/annons/1401750234
EGG57Z,2022,El,SUV,429000,54600,7857.14,https://www.blocket.se/annons/1401686833
EAK524,2015,Diesel,Sedan,85000,303660,279.92,https://www.blocket.se/annons/1401707821
MSW046,2018,Diesel,SUV,199000,117470,1694.05,https://www.blocket.se/annons/1401822028
GTF691,2015,Bensin,Cab,89000,53000,1679.25,https://www.blocket.se/annons/1401652733
UWY261,2015,Bensin,Kombi,127000,148000,858.11,https://www.blocket.se/annons/1401813647
JOM941,2015,Diesel,SUV,109000,181480,600.62,https://www.blocket.se/annons/1401824391
OGD24F,2021,Miljöbränsle/Hybrid,SUV,369000,64000,5765.62,https://www.blocket.se/annons/1401794793
MUK657,2016,Diesel,Kombi,156900,190790,822.37,https://www.blocket.se/annons/1401812931
NJZ73D,2019,Bensin,Coupé,369000,87890,4198.43,https://www.blocket.se/annons/1401789019
WJE535,2016,Bensin,Halvkombi,128500,44960,2858.1,https://www.blocket.se/annons/1401826316
XFR39G,2021,Miljöbränsle/Hybrid,Kombi,340000,93000,3655.91,https://www.blocket.se/annons/1401807975
MGX894,2018,Diesel,SUV,349500,56600,6174.91,https://www.blocket.se/annons/1401819604
ZDM545,2018,Bensin,Halvkombi,149000,79500,1874.21,https://www.blocket.se/annons/1401820743
CWH53N,2022,El,SUV,300000,12150,24691.36,https://www.blocket.se/annons/1401820997
SDK65G,2022,Miljöbränsle/Hybrid,SUV,180000,180000,1000.0,https://www.blocket.se/annons/1401752718
WNH08G,2020,Diesel,Sedan,345000,58870,5860.37,https://www.blocket.se/annons/1401808779
RGO006,2019,Diesel,SUV,438000,153900,2846.0,https://www.blocket.se/annons/1401582686
KSE411,2015,Diesel,Kombi,154000,155140,992.65,https://www.blocket.se/annons/1401809689
EHG401,2016,Diesel,Halvkombi,117900,161500,730.03,https://www.blocket.se/annons/1401809066
JWH729,2016,Bensin,Halvkombi,90000,146500,614.33,https://www.blocket.se/annons/1401639149
OJG476,2017,Diesel,Kombi,162000,176970,915.41,https://www.blocket.se/annons/1401808636
OPA602,2017,Diesel,Halvkombi,100000,216800,461.25,https://www.blocket.se/annons/1401808881
NDR908,2017,Bensin,Halvkombi,85000,45860,1853.47,https://www.blocket.se/annons/1401809620
UTX573,2018,Diesel,Sedan,140000,186400,751.07,https://www.blocket.se/annons/1401807926
NBF897,2016,Bensin,Cab,200000,66750,2996.25,https://www.blocket.se/annons/1401808687
RPW969,2018,Bensin,Kombi,125000,57920,2158.15,https://www.blocket.se/annons/1401809232
